Date,Open,High,Low,Close,Volume,Adj Close
2014-07-04,1.45,1.55,1.43,1.51,13424000,1.51
2014-07-03,1.44,1.48,1.44,1.47,5692000,1.47
2014-07-02,1.40,1.49,1.40,1.45,6231900,1.45
2014-07-01,1.40,1.40,1.40,1.40,000,1.40
2014-06-30,1.45,1.45,1.39,1.40,4224000,1.40
2014-06-27,1.48,1.48,1.44,1.46,5196000,1.46
2014-06-26,1.47,1.48,1.39,1.47,11472000,1.47
2014-06-25,1.55,1.55,1.37,1.45,13910000,1.45
2014-06-24,1.50,1.55,1.48,1.53,6018000,1.53
2014-06-23,1.62,1.66,1.48,1.49,15696000,1.49
2014-06-20,1.67,1.67,1.56,1.60,7670000,1.60
2014-06-19,1.70,1.71,1.63,1.68,7406000,1.68
2014-06-18,1.70,1.77,1.69,1.72,6636000,1.72
2014-06-17,1.72,1.74,1.64,1.72,12370000,1.72
2014-06-16,1.60,1.73,1.60,1.70,22082100,1.70
2014-06-13,1.54,1.61,1.51,1.59,13326000,1.59
2014-06-12,1.52,1.58,1.48,1.54,12264000,1.54
2014-06-11,1.56,1.56,1.46,1.50,5910000,1.50
2014-06-10,1.60,1.60,1.52,1.56,8174000,1.56
2014-06-09,1.63,1.64,1.55,1.61,12770000,1.61
2014-06-06,1.46,1.67,1.44,1.60,39412000,1.60
2014-06-05,1.29,1.46,1.28,1.46,21578000,1.46
2014-06-04,1.36,1.36,1.28,1.31,14320000,1.31
2014-06-03,1.38,1.39,1.34,1.36,10338000,1.36
2014-06-02,1.36,1.36,1.36,1.36,000,1.36
2014-05-30,1.32,1.39,1.28,1.36,14826000,1.36
2014-05-29,1.36,1.41,1.30,1.33,30482000,1.33
2014-05-28,1.26,1.38,1.25,1.35,40488000,1.35
2014-05-27,1.14,1.32,1.12,1.26,55468000,1.26
2014-05-26,1.10,1.16,1.08,1.14,14504000,1.14
2014-05-23,1.13,1.13,1.08,1.10,6974000,1.10
2014-05-22,1.14,1.17,1.12,1.12,8828000,1.12
2014-05-21,1.13,1.18,1.12,1.14,5752300,1.14
2014-05-20,1.16,1.18,1.11,1.13,7456000,1.13
2014-05-19,1.19,1.19,1.13,1.14,4942000,1.14
2014-05-16,1.19,1.27,1.11,1.16,28604000,1.16
2014-05-15,1.32,1.32,1.18,1.19,18008000,1.19
2014-05-14,1.13,1.34,1.12,1.29,35860000,1.29
2014-05-13,1.08,1.16,1.05,1.10,9252000,1.10
2014-05-12,1.18,1.19,1.04,1.06,35812000,1.06
2014-05-09,1.22,1.25,1.16,1.17,9318000,1.17
2014-05-08,1.29,1.29,1.21,1.22,2850000,1.22
2014-05-07,1.31,1.33,1.22,1.29,5312000,1.29
2014-05-06,1.31,1.31,1.31,1.31,000,1.31
2014-05-05,1.27,1.34,1.25,1.31,4052000,1.31
2014-05-02,1.30,1.35,1.29,1.30,4352000,1.30
2014-05-01,1.30,1.30,1.30,1.30,000,1.30
2014-04-30,1.35,1.36,1.28,1.30,3008000,1.30
2014-04-29,1.30,1.37,1.12,1.35,17005000,1.35
2014-04-28,1.40,1.42,1.26,1.31,10704000,1.31
2014-04-25,1.44,1.45,1.37,1.40,11016000,1.40
2014-04-24,1.51,1.51,1.40,1.42,10156000,1.42
2014-04-23,1.57,1.60,1.46,1.50,4695000,1.50
2014-04-22,1.58,1.62,1.54,1.57,7544000,1.57
2014-04-21,1.57,1.57,1.57,1.57,000,1.57
2014-04-18,1.57,1.57,1.57,1.57,000,1.57
2014-04-17,1.63,1.66,1.53,1.57,14556000,1.57
2014-04-16,1.60,1.67,1.60,1.63,22940000,1.63
2014-04-15,1.49,1.62,1.46,1.60,48926000,1.60
2014-04-14,1.47,1.55,1.35,1.49,66816000,1.49
2014-04-11,1.68,1.68,1.46,1.48,77288000,1.48
2014-04-10,2.15,2.15,1.64,1.77,224510000,1.77
