Date,Open,High,Low,Close,Volume,Adj Close
2014-09-01,1.44,1.46,1.38,1.42,248000,1.42
2014-08-29,1.61,1.61,1.37,1.45,2084000,1.45
2014-08-28,1.50,1.66,1.43,1.63,578000,1.63
2014-08-27,1.45,1.56,1.40,1.43,754000,1.43
2014-08-26,1.59,1.59,1.41,1.44,1032000,1.44
2014-08-25,1.59,1.59,1.50,1.50,736000,1.50
2014-08-22,1.60,1.60,1.54,1.55,1016000,1.55
2014-08-21,1.59,1.60,1.59,1.60,1010000,1.60
2014-08-20,1.59,1.60,1.51,1.59,1042000,1.59
2014-08-19,1.59,1.59,1.44,1.55,1122000,1.55
2014-08-18,1.65,1.67,1.58,1.58,1408000,1.58
2014-08-15,1.65,1.70,1.48,1.59,1642000,1.59
2014-08-14,1.70,1.70,1.59,1.60,792000,1.60
2014-08-13,1.65,1.78,1.65,1.72,1298000,1.72
2014-08-12,1.65,1.69,1.60,1.60,544000,1.60
2014-08-11,1.56,1.72,1.51,1.70,566000,1.70
2014-08-08,1.52,1.69,1.49,1.68,214600,1.68
2014-08-07,1.51,1.62,1.47,1.62,45300,1.62
2014-08-06,1.62,1.64,1.60,1.62,24000,1.62
2014-08-05,1.62,1.65,1.62,1.65,28000,1.65
2014-08-04,1.56,1.65,1.52,1.65,68000,1.65
2014-08-01,1.60,1.60,1.35,1.55,508000,1.55
2014-07-31,1.68,1.68,1.63,1.67,26000,1.67
2014-07-30,1.68,1.68,1.68,1.68,4000,1.68
2014-07-29,1.68,1.68,1.68,1.68,2000,1.68
2014-07-28,1.66,1.68,1.66,1.67,10000,1.67
2014-07-25,1.64,1.68,1.64,1.67,6000,1.67
2014-07-24,1.68,1.68,1.64,1.64,106000,1.64
2014-07-23,1.63,1.69,1.63,1.68,18000,1.68
2014-07-22,1.70,1.70,1.63,1.63,14000,1.63
2014-07-21,1.69,1.69,1.69,1.69,2000,1.69
2014-07-18,1.65,1.68,1.65,1.68,16000,1.68
2014-07-17,1.65,1.69,1.65,1.69,6000,1.69
2014-07-16,1.65,1.69,1.65,1.69,12000,1.69
2014-07-15,1.66,1.69,1.66,1.68,36000,1.68
2014-07-14,1.63,1.63,1.63,1.66,40000,1.66
2014-07-11,1.63,1.65,1.63,1.65,20000,1.65
2014-07-10,1.63,1.65,1.60,1.65,76000,1.65
2014-07-09,1.65,1.67,1.63,1.67,44000,1.67
2014-07-08,1.70,1.70,1.59,1.60,106000,1.60
2014-07-07,1.70,1.70,1.70,1.70,12000,1.70
2014-07-04,1.67,1.70,1.67,1.70,18000,1.70
2014-07-03,1.69,1.69,1.67,1.66,36000,1.66
2014-07-02,1.70,1.70,1.66,1.67,76000,1.67
2014-07-01,1.70,1.70,1.70,1.70,000,1.70
2014-06-30,1.70,1.70,1.64,1.70,78000,1.70
2014-06-27,1.70,1.70,1.70,1.70,12000,1.70
2014-06-26,1.69,1.69,1.68,1.69,40000,1.69
2014-06-25,1.70,1.71,1.65,1.71,42000,1.71
2014-06-24,1.71,1.71,1.71,1.71,10000,1.71
2014-06-23,1.70,1.70,1.70,1.70,10000,1.70
2014-06-20,1.73,1.73,1.70,1.70,12000,1.70
2014-06-19,1.73,1.73,1.73,1.73,2000,1.73
2014-06-18,1.73,1.73,1.70,1.70,62000,1.70
2014-06-17,1.73,1.73,1.72,1.71,4000,1.71
2014-06-16,1.72,1.72,1.70,1.70,18000,1.70
2014-06-13,1.73,1.73,1.70,1.70,28000,1.70
2014-06-12,1.72,1.72,1.70,1.70,14000,1.70
2014-06-11,1.70,1.72,1.70,1.70,34000,1.70
2014-06-10,1.67,1.75,1.66,1.72,52000,1.72
2014-06-09,1.65,1.71,1.65,1.71,44000,1.71
