Date,Open,High,Low,Close,Volume,Adj Close
2014-09-01,66.00,66.85,65.80,66.30,2416400,65.76
2014-08-29,66.35,66.50,65.50,65.60,3537500,65.07
2014-08-28,66.70,67.00,66.20,66.35,2649700,65.81
2014-08-27,67.50,67.50,66.85,67.00,1703800,66.45
2014-08-26,67.30,67.70,66.95,67.35,1725900,66.80
2014-08-25,67.50,67.75,66.90,67.50,1698100,66.95
2014-08-22,67.40,67.80,67.35,67.75,2542300,67.20
2014-08-21,67.10,67.50,66.45,67.45,2818700,66.90
2014-08-20,67.00,67.50,66.70,67.45,5138800,66.90
2014-08-19,65.90,66.75,65.55,66.70,4044900,66.16
2014-08-18,65.10,65.80,65.10,65.70,2163600,65.16
2014-08-15,65.45,65.50,65.05,65.35,2593800,64.82
2014-08-14,64.70,65.60,64.40,65.45,4564200,64.92
2014-08-13,64.65,64.75,64.20,64.70,1356900,64.17
2014-08-12,64.25,64.60,64.20,64.50,1092000,63.97
2014-08-11,64.65,64.70,64.30,64.45,1029400,63.93
2014-08-08,64.20,64.80,64.20,64.35,2177200,63.83
2014-08-07,63.90,64.50,63.85,64.40,1902800,63.88
2014-08-06,63.65,64.30,63.65,64.10,1957800,63.58
2014-08-05,63.70,63.95,63.55,63.65,2226200,63.13
2014-08-04,64.45,64.50,63.80,63.85,1802100,63.33
2014-08-01,64.20,64.65,64.10,64.20,1878600,63.68
2014-07-31,64.30,64.70,64.30,64.55,3002300,64.02
2014-07-30,64.00,64.50,63.85,64.45,3713000,63.93
2014-07-29,64.00,64.10,63.65,64.00,1955400,63.48
2014-07-28,63.90,64.00,63.65,63.80,1071900,63.28
2014-07-25,63.90,64.15,63.65,64.00,3653900,63.48
2014-07-24,63.50,63.90,63.50,63.80,1225000,63.28
2014-07-23,63.90,63.95,63.35,63.90,1618200,63.38
2014-07-22,63.80,63.95,63.45,63.85,1779900,63.33
2014-07-21,63.80,63.90,63.40,63.50,882800,62.98
2014-07-18,63.45,63.90,63.20,63.85,1700600,63.33
2014-07-17,63.95,63.95,63.45,63.70,707600,63.18
2014-07-16,63.60,63.80,63.45,63.80,845400,63.28
2014-07-15,63.80,63.80,63.40,63.75,1049100,63.23
2014-07-14,63.60,63.90,63.40,63.75,1003300,63.23
2014-07-11,63.15,63.90,63.15,63.55,2569800,63.03
2014-07-10,63.00,63.30,62.85,63.00,954400,62.49
2014-07-09,63.90,63.90,62.90,63.00,1516600,62.49
2014-07-08,63.80,63.85,63.55,63.80,1438800,63.28
2014-07-07,63.40,63.70,63.25,63.70,894900,63.18
2014-07-04,63.65,63.85,63.35,63.40,1014100,62.88
2014-07-03,64.00,64.00,63.45,63.75,1889300,63.23
2014-07-02,63.90,63.90,63.35,63.70,3687500,63.18
2014-07-01,63.60,63.60,63.60,63.60,000,63.08
2014-06-30,63.90,63.90,62.90,63.60,2470500,63.08
2014-06-27,63.40,63.90,63.40,63.90,1709100,63.38
2014-06-26,63.25,63.95,63.05,63.85,1803600,63.33
2014-06-25,62.75,63.10,62.70,63.00,1472700,62.49
2014-06-24,62.80,63.15,62.40,63.00,1807000,62.49
2014-06-23,63.80,64.10,62.25,62.30,3407800,61.79
2014-06-20,63.45,64.00,63.30,63.40,1797900,62.88
2014-06-19,64.10,64.10,63.45,63.60,2286900,63.08
2014-06-18,63.65,63.85,63.20,63.75,1745900,63.23
2014-06-17,63.60,63.60,63.10,63.45,1416500,62.93
2014-06-16,63.65,63.65,63.05,63.25,1497100,62.73
2014-06-13,63.70,64.00,63.25,63.60,1730000,63.08
2014-06-12,63.50,63.70,63.15,63.35,1694800,62.83
2014-06-11,64.00,64.00,63.20,63.60,1713700,63.08
2014-06-10,64.40,64.40,63.70,63.90,3047900,63.38
2014-06-09,63.75,63.80,62.80,63.45,1891900,62.93
2014-06-06,64.60,64.60,62.95,62.95,3152000,62.44
